,credit_rating,debt_to_equity,energy_capacity,esg_rating,region
1000,BB,0.9250152561114134,49.98100007475751,20.77585604059442,Europe
1001,AA,2.404028175080887,29.55507316938944,90.18400943292096,North America
1002,BBB,2.00861852256108,9.684889766777257,94.95744417500843,North America
1003,AAA,2.7898941263653265,20.601846696452924,78.53560560605928,Europe
1004,CCC,0.44841548194236747,32.44051314594637,4.152142410975424,Europe
1005,AAA,0.9881376486245396,18.191960451005077,71.73456293361315,Asia
1006,AAA,1.2791910770769794,31.96263710733205,28.589912017546336,Europe
1007,BBB,-0.4220968771940299,56.61833804872947,16.36411532255423,Asia
1008,AA,0.3904038863321573,38.08778403736028,73.439308593762,Europe
1009,AAA,2.8987185665695088,50.17295970479345,35.03804379835077,Europe
1010,BB,1.977589066643937,27.859446700198546,78.74032934997634,Europe
1011,AAA,1.9038919908926222,20.80913648588568,59.16332722768607,Asia
1012,BBB,-0.08549588271760622,34.70298151954923,36.18887641240147,Europe
1013,AA,1.45996428145689,12.828832005235425,43.460941045800425,Asia
1014,BB,0.7565227484249268,23.096227955997442,67.77649029152855,North America
1015,AAA,0.4550813556251294,20.95770941184186,31.42321998298454,Europe
1016,CCC,0.6282945629766606,39.22189429098275,91.9243989757864,North America
1017,AA,0.6583155414999364,17.83203053774464,95.90474035114019,North America
1018,AAA,0.334178535479531,28.074654897890237,59.99090247725222,North America
1019,AA,1.9314426861287286,29.79037165266415,85.23080194662197,Europe
1020,CCC,1.424779800863953,9.145363722753974,4.182247038375708,North America
1021,AA,1.7473260598596223,62.90698739510533,32.92274725587826,North America
1022,AAA,2.154267557719767,37.78312332619176,73.69240963407093,North America
1023,AA,0.9057138867747103,29.039691772695512,50.9726295517366,Asia
1024,AAA,0.6757684128705429,26.009635076323207,4.138039281372297,Asia
1025,A,0.769879902701125,64.12599326184304,14.934774073497625,Europe
1026,AAA,2.2934276083291114,49.14081628159093,90.95284136821101,North America
1027,AAA,2.1556956266518608,19.26638888427772,0.6057657497580471,Europe
1028,CCC,1.4124117837989667,65.6472831244601,28.303337191553922,North America
1029,AAA,2.2977514252933644,11.907359942112478,18.009382906916837,North America
1030,AA,1.6072959906282462,28.804720015632363,14.072922364782603,North America
1031,B,0.7499351790209388,50.28610983462365,83.69978699137793,North America
1032,AA,1.8495368566360948,11.788880352124782,0.07445547019490073,South America
1033,AA,1.1282351182839345,39.29064622406203,52.01431074894496,North America
1034,AAA,1.4431506826614564,3.32812787144098,73.56659841537308,North America
1035,AAA,1.189911588846896,44.66535036065453,94.92376089279217,Europe
1036,AAA,1.366872450056583,16.25743071792591,90.68754626086236,Europe
1037,AA,2.503728933437876,60.51651240770086,27.30277372751835,North America
1038,BBB,1.8511261750505517,22.68078826026714,94.74808343089258,North America
1039,AAA,2.9165038989428362,68.59837297306109,12.331861571247938,North America
1040,B,1.1822057931685463,9.072313751832857,71.97398198302635,North America
1041,BB,1.3716653489322705,40.226284630561935,82.91752081221814,Europe
1042,AAA,1.4882644600838157,13.091253890752652,93.42746142071923,Europe
1043,AAA,0.5888921864854713,80.84671561198816,68.05388194823796,Europe
1044,AAA,1.2711778519879302,15.35933562667939,8.476916455283657,Asia
1045,AAA,1.348682861428287,38.799638462738876,95.40386949512856,North America
1046,CCC,1.116800494435139,34.09466456517025,25.396864663537244,North America
1047,AA,2.1225089645751742,44.970308556265415,4.851856146086709,North America
1048,A,1.2662935118408398,33.122034354085905,61.34206066956711,Europe
1049,B,1.6978976404547312,19.184913371335355,26.990605720866345,Europe
1050,AAA,1.8664545993457244,17.390192152667673,0.6743276455620228,Asia
1051,AA,1.295063326295618,23.339807377640554,22.33586815962524,South America
1052,AAA,2.0304980506764174,30.038571263436488,57.75294654330724,North America
1053,BB,1.375283820362854,38.15052797909021,93.6626268581212,North America
1054,AAA,2.6241083251918225,34.65632799578372,46.96710702296032,Asia
1055,BBB,0.6804025049627193,33.91344727715174,81.95874382529071,Asia
1056,AAA,0.027131174002788416,29.60637858012981,12.680760260518742,Europe
1057,BB,0.607982592813646,47.027029860134206,91.76363738180396,Europe
1058,BBB,0.4743978493057963,67.72002080585868,67.1212490297848,North America
1059,AAA,0.6693610098667291,47.983045404810355,16.143148794639806,North America
1060,AA,2.952965731651968,12.65120917041621,68.87168951828285,Europe
1061,AAA,2.015312192462365,13.090439214913957,80.03142048021222,North America
1062,AAA,1.4302730508953772,27.748381353289425,6.835635923895344,Asia
1063,B,0.586242193376107,54.589696454589976,27.53224174656982,Europe
1064,AAA,0.437557268348546,30.545785663464248,69.55662042094048,Europe
1065,AAA,1.3774045979422112,20.286837796136876,61.81457956610789,North America
1066,AAA,1.0732355416763157,15.712430755169574,74.7682223419983,North America
1067,AAA,1.9392270068533806,0.41601200204227096,62.84224398331868,Europe
1068,AA,-0.6484555048299996,47.25951284505759,74.39113525601958,North America
1069,AAA,2.2704045460071267,25.947517526449648,69.04197417955707,Asia
1070,AA,1.5347902934881286,55.38615065749957,64.37671830848079,Europe
1071,AAA,0.7459063403085507,32.28618846459732,59.36333450639155,Europe
1072,AA,1.2298608172105985,30.24261634522989,43.95776100180508,North America
1073,AA,2.1082855295908103,20.197362094380626,90.84992958092315,North America
1074,BBB,1.1869609253474156,26.219125721943144,86.00679560152147,North America
1075,AAA,0.27929818825246966,41.55874762948813,8.81204906288705,North America
1076,AA,0.3566488543917046,7.339479798904688,48.03601471534925,North America
1077,BB,2.0525882185507953,25.995752695803365,50.203181853362146,North America
1078,AAA,0.945725094332464,7.226360855267262,89.84337675353189,North America
1079,AAA,1.9898652558670238,7.153300555267449,21.290570527925258,North America
1080,BBB,3.3199712314583745,38.01827783269241,25.714719047139024,Europe
1081,B,2.2853771135487086,15.031815268343413,74.39868003448636,North America
1082,AA,1.3657320493711536,30.586578996276316,84.24006477223277,Asia
1083,AA,0.5781927552424355,54.529228447897715,45.61369661833059,South America
1084,CCC,1.2666259202852221,52.02406456392189,52.816586668840905,Asia
1085,BBB,-0.1323090638785478,14.566553783956257,32.52172023371285,North America
1086,AAA,0.7376926181662005,49.84291338481734,58.05229441092735,Europe
1087,CCC,1.0084938470385925,24.310707643416382,67.00737692711483,Europe
1088,BBB,1.4625912243928887,3.080553533642136,57.22296632608009,Asia
1089,A,2.6912453366712192,39.70666349393724,56.68769925778348,North America
1090,BBB,1.7691054666330173,30.135563482245185,25.22122297386996,Asia
1091,A,1.1493282403323495,18.467571202523718,79.96502268064457,North America
1092,AA,0.2947772608814162,10.905135824344143,77.5116260848795,North America
1093,B,1.318555316472761,8.897140132939702,70.18652521131708,North America
1094,AA,0.9558052601890549,17.88871999915966,47.17116200073901,Asia
1095,B,1.5009316998456868,57.014010240666714,14.250416253407217,Asia
